storyid	split
07b5cf9f-5b4c-4ce6-ba38-d753575a70f2	train
79e1a3c7-3f32-4b47-87dc-43f35e16aedc	train
769d7882-c424-4611-b9e7-722d13d39543	train
ceb4f098-d14b-447e-b232-7a29dc0aceb2	train
efd1c144-9f5f-4774-bff9-08a333c86e43	train
aee9a47e-305b-4836-a4c1-b7eb045a58be	train
20b6d86d-a1f1-4b21-981b-0b81baabee20	train
6fa78cc9-76b0-446e-bbb5-d13d8dbe2921	train
31723923-d02a-44d7-aa10-0a3dabe1f89e	train
e77e7223-26b9-4dba-9844-9e17c3100b11	train
0a9938e1-ecf2-4f7d-a5d7-2a31d8be6c82	train
34bb7241-bff1-4b0c-9cf7-5fa34c07417e	train
8c285d5b-7c74-401d-9dfb-3852c3986916	train
7d27a3dc-504c-4758-92cd-cfb74996bb52	train
d398011e-c5db-451c-9c0d-8b504b8e18d7	train
fbfc48e3-cd04-4464-a92c-e2dea18b81a7	train
305eb846-f74f-4835-ba41-6e01ac817c94	train
9d70db12-c7c9-4492-b8fd-f636f17abe5d	train
57a39409-77ef-43c2-83bd-8a610a11bc14	train
e75fd7a1-f798-4554-9dca-af4a2df40cbd	train
6ddece8b-3052-4d32-9cf4-4f99f93038da	train
e2760d7b-614b-413a-9385-1b48730e59a6	train
992c08d8-9af5-4a56-a7b2-704ecc185a03	train
22bc026f-b0e1-4ba9-84f8-c0171fe2d05e	train
003c3221-2ccb-42f9-bbb3-907d84947b65	train
6f020755-ebe1-4743-9aa1-0b7e23e57acc	train
f776c3ac-a2be-426d-84aa-a20470a2ff94	train
eb54d6ec-2243-463d-a157-0dff45a2c241	train
468f80f0-2813-4950-9eae-17d6e73b667e	train
6f6da03b-39f2-4028-b14b-494076904024	train
d6e371e7-4e48-4ba9-9479-12e5a2ab697b	train
b5130c03-5b44-4943-80fb-070fa787f6db	train
1e0864ff-af91-49fc-953a-1a2b93582ee3	train
b96140d9-99c4-4780-b25c-ffbffb06fcd2	train
2c808396-2c35-4e2e-8189-a9374f2c9cc8	train
e30b4226-20fa-4093-8c03-bffec54d9642	train
a042f3b4-b7ea-4904-b8af-b1b233f89356	train
fd62d8f5-0d64-475c-8ac9-ba39166b28ec	train
8603ed7a-0e7c-4035-ad92-cb4023f0c6f9	train
836553f6-877c-4764-b1cc-a2c3bd75754c	train
532ed24f-9ef1-4881-9bf1-00d73eee757d	train
40f336ab-4651-407a-a357-d04025ab65e4	train
274935b0-b4ff-4656-9d4a-e8b3481e14c6	train
a84887cb-bc1a-4ba4-b4b0-2a31b8d67e06	train
8868c963-6454-4519-9dfa-51c26a02d145	train
af06035b-1d36-4a28-81e5-7f59c8a5271e	train
a7e0c31b-a7d5-4788-a7b5-d488567896ba	train
c1c4f5d9-9458-47f8-b81d-5d8e7fbbffd0	train
b89c0f86-a177-469e-896b-b354774afdf8	train
e0afd07c-781d-44bb-9815-bedef07c5113	train
fe6a3dcc-0ffe-4fb9-86de-6043fc376cf0	train
88abeb0c-ffa3-47fc-87e4-24984483f384	train
e74a08b4-ea27-43d3-a0ef-bc2560636c19	train
1429967b-421a-4646-bc60-3b7d96da20b3	train
092cea8d-303d-4313-9968-59d4b0e14f28	train
74de86ed-caef-48b5-a986-80c3bf2ec10a	train
970f98b9-ecae-4d1a-a5f5-08c33caacb1d	train
3c563f38-c414-44bc-8ffe-e44c54599656	train
574620fe-01fc-4db7-9243-78090e2974ea	train
7382dd46-a04c-46b0-8c7b-d39cdf2d6c32	train
95657fa4-7e5b-4dfc-b813-19ef9d9207b8	train
d36a8c3a-19c6-448c-8b3d-ca521a5ad00e	train
72b1b897-7242-45ca-90ef-bf12399afd4b	train
a54a15d4-2e66-43a8-b9ab-53103f3e68b2	train
95d52d5f-eec8-4ab1-98b3-e59277a4d530	train
c8715515-0000-47df-a60f-563a8c053cab	train
6c537753-ab5b-4fbb-bcc4-755ebc5e419d	train
d332355e-d10f-4238-8165-11293b644a7e	train
274293ae-70cb-48f9-a822-83faced898dc	train
f04b2aea-cbde-4d39-8235-094b3812bc36	train
aa51b845-9217-40ea-aab5-86e358c17051	train
ab62e109-44f6-45c8-821a-8fbe409ea95b	train
45347f27-cd70-446d-a745-e21bb442e7c9	train
28845ef3-4ce1-4bde-91c1-7e8cd0650179	train
65eeb2fb-7ee5-490b-abba-b44463e900aa	train
9afdf689-e2d1-43d6-af50-75356559bbab	train
57f42f92-6ea7-4c4e-bc16-46a5634f81ea	train
843c5363-8c77-43f8-812f-35d5abaa5575	train
bb7eef71-e8ed-40a0-90f8-901f00c58bcf	train
cf600942-48a5-4992-9a4c-4031fdbe5326	train
d0542d2f-f896-4e36-81d0-49cb7a55c707	train
7af74db9-93fe-44e1-ae07-564c44bce6c1	train
3f66c679-a850-472e-8a1a-9f22939604b4	train
d4384dbe-b9a5-45bf-893d-f6360efef48c	train
2efdb510-d30a-47fd-a38d-91164cd70d52	train
e776102d-c743-4812-96f0-f11e36df9b75	train
82c3906e-3537-4136-925c-ce9a9691faba	train
d25657ff-f3b3-4bd7-a5c2-6f0c61b88f0d	train
15c850ed-c1f1-4569-a8ac-eba5691eee13	train
a80fec49-96c6-42f9-8303-c9d62023ba88	train
638357d4-e144-42d3-bffa-bae7038ec106	train
3ead3774-a850-4e18-9880-f3b51decb354	train
72e40d3a-cc59-423c-aa94-1aaee1ad1138	train
de948d7a-d690-48e4-bde9-aade0945700a	train
31a8c29c-f25d-4543-a1d8-2e7931d6d1dd	train
41bcecce-6a20-4b87-a573-12893daffe8e	train
cf3bfbe6-b641-4c05-acf0-8b33c8289f20	train
d9543cf0-98fe-42fa-b1ba-e5fa9c2cf425	train
79e6efab-04bd-4362-bbe0-5c62dd63f5ad	train
c0c0c8f5-67c9-4d3d-ada4-d6ad0845daad	train
a18a41dd-dd17-4b6b-b8c9-63792a963757	train
69cff741-fd23-473d-b238-8fcd28de0924	train
8e7d8a93-ef2c-4d99-a5bf-dfe28a49e9ca	train
42368c70-ce77-4590-a0db-bd4bdb508f9e	train
0f74c7c0-5129-4a73-8608-4d7a97dc89a4	train
1d9bad85-fd9e-4d34-88ad-c6499a3c7b4d	train
b8e19c69-c1c6-4573-a942-ccf6933e338e	train
16e773b7-c827-4a12-bd9c-630e57aba3ed	train
84fb5f96-4c87-45bf-ac0c-f917be4642be	train
a5e22a62-217d-4780-8040-c3b48172472f	train
6db824a1-44fa-43c2-8414-2b5318248674	train
ce7096c1-fa8c-4e22-862a-b83b6e5d82a3	train
5133d6f1-fbeb-4fd3-ad03-db371f5ca3a5	train
f7f86b3f-ffba-483b-8691-63c3405d66b1	train
8baf0c11-7fbd-4d34-b5d6-e695f7a0f72a	train
085c4782-c83e-42df-a187-a5b1265211bf	train
c251162c-fa9b-4122-a48a-3a548a21a79f	train
78802776-aa2a-40e4-89c4-f5ea2bc65b03	train
d82a5af1-eec2-482a-a9e2-d8e34c556923	train
9ccd7ff0-a0e1-4b0e-95d5-25e97a14c154	train
d6b3e6d8-3043-4585-85db-8ed656fb9d2c	train
8c3cad8d-11e8-401b-83db-b61dcdb4491e	train
10c01dba-2a43-448f-b2d9-5b0c3c3d313d	train
71b0dcb2-d2a9-4423-8e92-f1e73ec02bb2	train
165fca5e-9898-48ab-bb21-9915bfbe055c	train
b199cba0-22b2-4c32-8b43-2bedf7befe89	train
e812d7a7-f24e-4be5-af2f-6284be7f3889	train
ae3a76b7-0918-4d82-8e8c-5b5ebb422d02	train
77008ff6-5b15-4322-9f19-84367e390024	train
3b28ddbb-9a73-4787-921d-6ec1838511d3	train
b3c3918c-c35a-4073-97cb-55e768458a5e	train
63cde8c4-4e9f-40f9-9b26-9a341496e58d	train
c1d2b7fe-ebcb-4ceb-80d6-5b5bfc931748	train
7a758933-bc88-40fd-9757-d1d8a3a97682	train
d8bb90fa-4a50-430f-807b-6f66bab8d15c	train
2e42fb92-cbd0-4fd3-b0e8-e70a7ae23d3e	train
819a6295-be27-42e3-bc1e-9aed9bdc723c	train
4ee20998-ce25-4723-92ea-5024982fdacb	train
a4d6ec61-c7af-4193-a01f-3d5e59c0485f	train
079f462d-b7c5-4ae0-948c-cf99f830ba46	train
dad6b023-5e46-430a-87ae-d392f666e16e	train
dd390afe-d152-41c9-ba46-69cbaccd169c	train
7d0b24ea-ea4b-4055-a8ea-7a72b4ac5459	train
05529206-61e2-4c12-a8b4-b11c121a3edd	train
00351697-35a6-41e3-ae18-e03996a688aa	train
6b6ce3d5-1d20-45d4-8bfc-02ff7ea9679f	train
e6d3bc1d-7ab4-4e10-8bf1-3b08563079bf	train
572cba8a-c8b0-40b9-a506-c0d11819847c	train
eddecd38-2e0d-4272-841a-12a276f3e658	train
069de69d-39cd-4fb1-8faa-8b94fa971003	train
5019d031-1fb5-48d6-98ff-066accb93a95	train
a25985c6-49bc-4ebd-a3fa-e11a1e4a2263	train
5e6ae1a3-2caa-4976-a1ae-ae7a3852f83c	train
9e956b8f-a88a-41ee-9ff5-81a4416ad3e2	train
1c8b7ca4-373d-4137-a5b4-9f53636b75b6	train
26d554c5-e104-4411-8dfc-a187f58228de	train
feb3367d-794c-4eaf-8e47-2b59c3bfb0e4	train
acd567ed-3e7b-41e1-b850-fddc5f3d1304	train
4be25b4b-bbcb-4d14-b965-419497244637	train
b12e77e0-1b24-4998-b289-767a9b19c7f4	train
093881c1-0a2b-4734-99d8-bcbab0a40b05	train
59607bc9-fe7d-4be4-bf1a-3566ecf4d6e1	train
16b8e8fc-3c53-4164-bcca-03f4e51688dd	train
6b562ea7-d2ba-4cf4-b38f-be607e05c9fe	train
df4b1b25-0b8a-4005-a3b3-345a1ebb86a3	train
b770a3eb-5fd4-462b-aa10-f2e1b93378ee	train
8e57b9b9-ebe7-4e3a-a89a-ffb39c81f678	train
1e94108e-4404-4489-8e27-9797b75d9c93	train
dedf779c-f81d-4e81-b315-004d0eee79a0	train
80caa889-36fe-4e1e-b8fc-34cedc0daec9	train
56aff66f-38b7-4217-967d-e69a2ce24378	train
3ed784eb-e963-4b15-8d64-738cc4adea55	train
38c07ef5-1a0a-4f5b-b3cf-3f5fc04c5a09	train
4e196975-12cf-4fee-9296-9e8afc6c98bf	train
00a3eca8-1af7-428a-879c-b8eff99d5691	train
074a8326-3ea2-49a6-bc72-cf163e8af6f3	train
a97758b8-cba3-4c0f-81b4-e2598d929000	train
d22dc166-3718-42ef-ab7f-91305c6819c2	train
528d1de9-8057-4ad6-adea-e306bbb5cd9f	train
b9373303-09fc-4f9c-bf7f-5c66d579eb41	train
25f4e864-4676-4e78-9a74-e5c50f946d1e	train
3eaa43bc-8aab-4844-9ec3-00d2a547d628	train
e6df9388-2bb1-4214-82d0-162ff4af5b2c	train
d5795457-c608-41d6-ad1e-4043ef6310ac	train
62d082e1-e5fe-4f47-94c8-5a61e2d93a0a	train
f3f6e418-c9e1-4812-9aa8-b8e786b8db3c	train
16af0152-86d4-483f-bff2-166520f7790e	train
2bdeb84a-69fc-4ba4-a823-7e84ec60259e	train
2b0b653b-ec0d-4802-9e8a-71c24916530c	train
7b04b8e0-2c6f-456d-b898-0900c7637b64	train
848e3dfa-3199-4773-9283-6da29f63ebc9	train
2ba603f5-9f11-4f28-96ae-779ef1652d84	train
62062861-2d02-4ab4-ab75-fb35c4c70e49	train
a78e7254-9eb7-49be-bdd5-dade244cfceb	train
d02b8d7f-9126-4585-ae53-32bacb489eeb	train
3ea3aa60-699f-462f-a141-1246703f14eb	train
a0d2fc9d-ce91-4416-af71-ec8c02f531b4	train
63825225-24e1-4143-bf40-f0a39607f8bc	train
808c1e6a-cfbe-49e1-9da2-3df030612dab	train
8e90fadd-60c3-45c9-82ac-553e1501bf88	train
b7b4dfd1-b426-4ece-8e24-6d86f3af6ba7	train
98a76748-a447-4ebf-aba3-9158707a558f	train
dc01b4c4-85a3-4f17-89e3-04f4d7cabc54	train
f1ce2113-09ee-4664-a944-29a7f4af7f88	train
e510ad47-7845-4da9-9315-7b2bd6aa6e68	train
0e164adc-5442-4d7e-8561-635fa93430b8	train
75585881-e04c-4843-9672-ace55443bd6b	train
cde64c2b-bd4f-48ca-b6ef-928d31cb8d7b	train
7dd6ec4d-52d9-4b72-9342-4326d725c943	train
56e24ba4-63d1-4886-b650-7cb4ff0922a1	train
3391184c-f85c-4cca-b52a-24a35fb16bc7	train
b8f7d83a-4416-4e6a-aa63-59cf8ac7f67b	train
512753b9-6209-402f-81f1-bf32fd882197	train
08692f8b-e504-47bf-8b8a-48c4874d0448	train
292df500-4b5e-4bce-b63e-475ed038bc81	train
e8c5dd0a-5110-445f-9913-a7f12121616e	train
70fd4264-2ed7-49c9-ba10-6fe8f13f387c	train
bbeb4875-2940-4e52-8e51-73816205d30c	train
518ccc20-deb4-4fd9-8801-5507ec4e905e	train
02c293ec-2b52-401a-ac75-ad73224c0827	train
648aeea3-6a31-40cb-99cd-1c5566e61f04	train
34402868-0079-4b73-8de9-b883f9a5895d	train
fb82a75a-1014-4f2a-84ae-2617cb9f5497	train
ca90d9ad-0a59-41e8-89a3-89a2e14dc45a	train
f70e3e40-399d-4183-a61e-5dd07da9acf9	train
faf986cb-426c-41b7-b477-a22cc328022b	train
dcb0ce84-6b50-4163-b2c3-621917e3fcac	train
0371069c-e07b-47e5-8de8-384ea10178d1	train
e9222dc1-39a2-4556-8c88-6704458d661f	train
1efb2e03-5d85-4a14-9e32-616a32d525b5	train
351d2ce1-529e-4822-b56b-ea923fa332ea	train
03c56a69-c2e7-41b3-b3ca-30171755a1f0	train
8375259f-c8f0-4967-83e2-b54c968cb82e	train
a1b8a0f3-7fcb-4c44-842c-3929729055ad	train
7d92df91-faaa-4f75-963e-4738be0c2115	train
d0dbb28b-3ef0-4f82-b93a-1329af16f0f9	train
7e7a2e12-63b7-4d31-b99b-619ad3c1b0ae	train
32b89aec-1a86-4df0-b11d-285e3c7574d0	train
421175ef-a310-4a77-a5bd-b8650fccd30b	train
413da568-f68f-4890-90a0-a3750c13ae08	train
98348582-7a84-4880-b79d-be9fb3ee0122	train
63ed530d-bba2-4447-a1f1-a0786c3963c6	train
cf177d3c-efaa-4a85-91f4-a3bde2520885	train
65f72b58-c4c0-47c5-a2bc-e6109b8ef14a	train
5cb7bfaf-f80b-47de-9708-d5bbbcafa274	train
462c07c9-c5d8-40dd-8b04-82173ef6a861	train
4f49f1d5-2cdb-47f7-9af8-f46e87cb1486	train
0c7ea7fc-a901-4caa-b39e-1aa50e0802f1	train
2a53e4a9-2122-4f02-bc5c-6800855772ec	train
948f0245-22e1-427a-9e53-e5176422a3cf	train
8d8451d2-b494-48da-a376-e116920e017c	train
6b12d406-ead6-4822-8a44-cafbb288facf	train
1971dc40-f282-4025-8405-f845e6cfff94	train
2fc5a78d-cc2f-4dc5-8508-912048e3415d	train
8a7f7a3a-f571-452f-8b94-e24b5769abb8	train
a5434374-9fbd-4ceb-95a7-3144ac1922f9	train
d2dca4c7-71d9-4243-9501-4fe1b3143c3f	train
66cc9836-12bb-4dce-84f7-266a550d3175	train
fbd13d37-d7d9-4296-b385-fb9d7240627b	train
7f792e38-3b61-43dc-8cbe-dc65cd4e08b3	train
64ca692e-6eb8-457a-9918-8d04c8bc1859	train
28524d79-f33d-45df-b182-fd59ea267116	train
3aebf73a-934f-4e7e-b32c-11ddf9ba82f5	train
d69aff17-c1d2-466a-8d6c-dc5372e0b548	train
f734d38d-7859-4cdb-a745-ccbdf986f261	train
5da00af1-6b71-493b-bc00-4c25eebbfbb4	train
f22b7fb9-ea29-470f-87c7-4f75117b824c	train
aed8b19e-8afa-4e2b-9cf2-6ec4064fcbd5	train
80239281-8c0f-4165-9ff8-aa0aaee577da	train
2d35d52f-7986-48e5-a22d-0c590234a0a3	train
0a478610-2c8b-44c9-aefd-a63455d339c2	train
bc2ca354-2233-46a1-aed0-790186b467a5	train
35119788-6d98-498c-a6c4-012e9d1d5e30	train
74147b78-7f43-43e8-9e29-21c436c45a7d	train
d18785cf-6cad-4820-a593-20bd41c04fab	train
e78d1d3f-c5b8-4cfb-af59-7fd769dbbba4	train
1f17a00b-c455-4831-b512-d519be4d4329	train
eea6c044-8153-40a6-b86c-4cf96606b5a5	train
23e4ede7-ad55-4865-8c2e-6fb4d670da20	train
8da5e3ce-6c02-41d4-ab80-c66ccfdcfad8	train
16380701-3b7a-4436-856a-7c60e94ccfa4	train
c9f7e57d-6339-4361-aff2-27072197fdab	train
35374830-a5a0-4648-bd50-e638bc994b1d	train
6ab20e27-6eed-4c4f-bdf5-e8e546fdcd47	train
933f1835-6b7b-439a-bdef-ef4f04c38584	train
80c339b8-5db2-4364-bf71-038a9b971477	train
f71fe011-354b-4e7b-bce6-5058a56803be	train
0297e57a-f5ed-4140-80eb-90eb7e0c47f0	train
2201a319-f665-48d1-bcbc-dc33536ea424	train
648abab1-b345-4d20-a9af-10df2303405d	train
ab14db30-5f04-462f-a12a-97565e93d108	train
0a9dc9a1-cb8d-4f1d-b956-2bc9b4797599	train
bce03534-eef0-4071-818a-59230a6e018c	train
9cbc525e-a100-48a7-a1f6-cf1762bd0ceb	train
0424557f-b9f2-4f4c-88a9-4825e29ec3b3	train
27cdebb4-029c-4d2e-8b0a-7c12c81b6b9d	train
0999872f-8bcd-4da3-9f93-9e50bebeda59	train
bfdd1a75-3402-4de0-a9d1-303d7e39864c	train
7c5f4bb2-3578-41b8-b7fd-a4b099e5fdde	train
7961539a-1112-4e79-be2a-865205d96c1d	train
d3868409-219e-4aab-959e-7d5019f76f28	train
f7ebfbc0-52c8-4e3e-91d7-9fa90fa2b495	train
1c590d26-bca0-4de8-a862-74407f759307	train
5c0e7bad-aba6-41a7-9701-17cab934dc36	train
f62e515b-a551-4948-aaa0-0eeea121f982	train
f6ebef3e-2303-45b7-b629-f9424eed1aa4	train
e266b5c3-474d-4f30-b04f-d715b222118b	train
2d1cf740-0b5a-4989-856a-ccd3f350a674	train
8a5cc70e-1a0f-4eb6-8f47-97e9e30f07a3	train
56cf2fd7-abb9-4ad5-a9d4-505cba1206c4	train
7d6086c6-7f2e-424a-bc9f-288d7f888cac	train
123a7929-5926-4150-b175-775bb762ee84	train
f12d10f4-3579-4563-9f24-5556942ec6c1	train
9d86d367-585b-4c70-a596-a82d897c68d8	train
74e47edd-6fa1-49b9-b28d-88a97580b8f5	train
40f3e873-d482-49e6-9181-8e84138ed6d2	train
a3af30ee-c72e-4437-bac7-dafd4f869f26	train
938f71d2-954b-4069-b0cd-184df1719b6a	train
95ffbca9-973b-4b47-a95c-f73e0ae330d9	train
baf56f03-4b68-4f8e-a00c-98a9eeeff01f	train
4c6cf7f1-df01-43e2-bca1-7e1ffa181f6c	train
e1ac59f3-e075-439e-8a8f-20877f7a411d	train
11b07fc2-76d5-4294-832d-bb0277928e4a	train
d9c43456-74ab-4503-8ef2-fafcc331517d	train
d4064eb9-d403-4fce-80ce-ea21a36b5548	train
747653fa-c372-4ae1-a80c-9f8d30a71872	train
7f20e53b-d613-4198-b869-8669b2c48e6e	train
8a6bdf0e-51c8-4eb8-8490-3bc67f0ddd97	train
9b847e24-13b1-4281-8d5a-0e5dac276bdf	train
d3f8a09a-cc7e-4c84-ae3c-ffaaf55989f4	train
a72d4a4b-00fe-4aa9-9c93-b292d05ec643	train
9957bd2f-f114-4cf4-bb10-5fa63944a064	train
c03a7d8e-7438-410a-b0ea-53cdeba98c28	train
77e7841b-b656-446c-a377-40ea359462e3	train
88f2b928-a440-4548-a8c1-8f511ab2c50e	train
6f0d43f4-e3e1-4eb8-9dc1-2bc24f453641	train
e1a47627-5717-4e75-b702-ad626ba3f756	train
97b49a72-67e7-4424-8e87-3252bf1f0cb7	train
825d2f2c-4535-4a96-884a-6ff9451bf8ca	train
9f26a673-c4c3-413e-bafd-68fafac4e5d7	train
f1ef1755-9b36-48e4-a47d-fc936a0ac954	train
7ebd3668-0716-46ee-9e7f-d6067a6e8e4d	train
1c3ade3e-74c2-40d9-b7e7-729ee07588b7	train
2c7d5f8d-704c-4082-9d1d-1072f1286e66	train
f4c17cf0-0788-4e97-b1d6-343fe52a88ad	train
f086fe5e-139d-46fb-a5b3-5f748f9cefa5	train
6c96b4f0-1380-451a-82ad-bdfb45ce7b50	train
5a5c9e3d-628a-4aca-ae5c-2c9104c9fe7d	train
88150068-8051-47ad-8716-49b90047f784	train
cbf50dde-747a-440c-b62b-14ddf6127e0e	train
61cb5050-147e-4ab8-8d95-5a6da068af5b	train
da99840b-3dc1-4b12-acdd-15171e275335	train
e9c279bd-0cec-41c7-8d1d-9cee720ce080	train
36a44b73-6d19-4fee-bd61-fc600e874248	train
16877503-497f-41cc-85b9-bbeec3f6b03d	train
b682ccc2-69d3-438d-8a8d-3ede77305566	train
4c6490df-cc3a-4838-98da-d73c593b29c3	train
2bf4af91-2001-47f5-b57b-e17671810086	train
6bad6dae-18a1-4348-a3ce-a230ddcc3a42	train
bcc1ef9b-f04c-43af-a55a-0c40b8eb3285	train
1b96fd26-070b-4f9c-8459-5507ab5843a2	train
7f09e74b-6380-4d67-8da5-524285ea254d	train
1b670a6c-f839-4a11-ab49-090cde18e130	train
2a9a1f7d-b637-4e04-bfc4-5acea3ba8235	train
7b1db13a-ad79-4fc0-aae3-cf21e341f8b0	train
6095d61b-0964-4979-b35e-c39dba686a32	train
7cbfdb97-bc89-4a91-9d14-bac4188ca6fc	train
5f2639fa-766a-4d0d-87bc-288c8f9be01d	train
b5d52910-39e9-4357-972a-bd963c9730e2	train
4a8b4926-4e5e-49b9-afd8-de127028647e	train
4cce71f9-388a-462f-a85b-0fabf87c3b6a	train
c9f698f0-45f1-4955-be9f-e8b5936d148c	train
fbc3ad9c-aa80-4af6-b31d-377c87421502	train
769021ec-5eb5-431e-8190-b5898b4624da	train
13fee474-5953-4072-b081-4e76d08e963a	train
5faddaa1-1b57-472f-acd4-b7a1fd9509e2	train
65559e54-eca8-4df9-aeff-858f25fa83b3	train
d632ba42-f999-4190-ad8e-4a4e17c55ecd	train
3552f082-1f9f-4316-9355-f8a373c80e59	train
de37b06e-6708-4b24-85c0-c65130e75911	train
6ac34eae-2cfa-4a17-9300-224923be0d3a	train
55d016b8-1769-4ccc-b80f-ecd0f22f1db0	train
af9e879d-fa0f-4b87-a25f-cad07a46775c	train
55a39950-f09c-4ac2-addc-aa1935bb5789	train
a49f6d1b-6a93-4dc7-8ce2-b0fe86297285	train
9ee87ead-1722-4504-8689-91ec0125e949	train
4e33fbbd-2069-41f8-91bf-ccada7ee4149	train
a7335171-9630-4d3d-ab08-f8bd4ac50244	train
2e7cceef-22ca-4552-8fc7-0fe3294e6cd3	train
2204827e-0d65-4979-b306-9c20485ea09e	train
1c375490-bad9-4228-aa89-ca0bcc33d7e8	train
9370358c-1b9a-47ee-a2e1-51b9877b74bf	train
afe120a0-14d1-4048-9676-b562055bb187	train
1ffca652-f0d2-4b77-be23-2c5e74d9aa22	train
cb8a4555-a39a-4776-a255-767b466d7613	train
dc639cb6-cd71-434b-a117-2992492de3e0	train
9b7b840b-45d2-4869-bedd-2d8ee12be212	train
b89a3f85-f1ca-4cf5-b178-747f267c5bac	train
c8e61eeb-4c8b-4fac-8341-c75e1271a54f	train
edbd9114-aee1-4a08-b0f5-b9eaac439531	train
c868325d-1f27-4863-aebf-3a013ff2cdba	train
a987fa36-c76f-48ec-80ea-8418f11e44aa	train
a609e252-11d5-492e-a29f-8e6f5b8aa28c	train
2a31b204-4f3c-4d81-8521-5a9e21c399bd	train
9634c7fc-9147-40ed-92bd-da2440bdcf5c	train
01059544-20d7-430e-8c52-b6f918d36a17	train
d806d3eb-1e58-45b8-b520-0edc6f1efd11	train
49bdec18-9273-49bf-8f7e-4fd431b0abb4	train
3c8a1863-e207-41ec-a92e-c8f90ce99fb8	train
d70e1fb8-b9ab-4d78-973c-897926169a9f	train
06be38e1-3e3b-4119-90db-e139053ae1f9	train
a5d92c99-1b50-4e65-afff-8406abb23461	train
7be6c455-ccae-46b6-9e72-24c23f6540df	train
586c7c43-3cea-47a1-b79c-549e9f22e8a2	train
57ed5cae-07a1-489e-a536-333a5a856527	train
f3d87784-5ddf-4552-9599-4b86b0036c49	train
4dc3280f-b6ee-4d41-8f24-bdfaad3d9434	train
452ce1b8-8333-4feb-be87-00b86aaae14d	train
7c476fe0-9e52-4e66-a2a4-652d4eadd587	train
304883f4-0578-4301-8bef-94d5fa0eee80	train
c7f33e10-f62b-49ee-9e86-67d21756f62e	train
4243d0e3-0278-4871-a119-8b22a138e93d	train
ef523230-c4e7-4af3-bcbc-934ba0987126	train
1bb0a3e2-0f0b-4cc4-a46f-3ba97f247335	train
d7f00a17-24de-4b1c-bf8d-676e194d9a05	train
efc32da8-6b57-4cfd-aa53-2de3c74e2e25	train
acba479f-1efa-488e-a688-87167710900a	train
1dce7471-a99d-47c1-8888-cf08d0834e9c	train
fbd9789b-f0b8-4ca1-ab87-7491ba424527	train
d3cd9c2d-c9f5-45b2-9b48-abe9e4ec59e4	train
e2e2035f-354c-405c-bbab-6a2ced8886e7	train
39517ff1-5dbb-4b8c-a96f-0cc66e6023c3	train
12e6b65b-4e19-432a-b9fc-60849f155caf	train
199b1e38-9e78-421e-95d9-ebc461a1343f	train
c797a252-d180-458c-8a0c-eb8fe06228f0	train
2b78f26e-873e-4c71-bb1f-812f876660b6	train
eeb11d82-0501-4a36-b04b-deb4b94e0014	train
5467de6d-f54e-4271-abad-93d9e6f26510	train
9f6eef11-b244-44f8-ae97-1784205507df	train
6ef7dc95-ffaa-4dc6-9c19-2b8dcd68fb98	train
ea813eab-c027-4ac4-b46f-c3f19e270466	train
e435b1d0-558f-4912-8a5e-ad814d6e8551	train
579daade-04cb-46f0-b0dd-e1b32e74ee59	train
c29abb4f-498f-4014-9432-da5c14e6eaef	train
c38ee10a-f0ea-4509-87d6-1937189abdb9	train
6fb25cfb-307c-4aea-bef8-590f0abb10ad	train
c48dcb6d-1b45-4381-9c77-38cc24450384	train
a57608e3-c2f8-4e7f-bed2-2893e06913e6	train
6c1b7020-d935-480b-afe7-11d6adb8dbd8	train
3e212ede-5dfc-4433-9939-146c37cd5244	train
15cef219-c3ed-465f-83fc-81ac5158a559	train
29af5613-6a6b-4c8b-8028-de5cea695b80	train
2ceb6663-51a7-4c37-b1b2-f774603981a8	train
2db91a84-9732-4231-8856-8c137b0381e0	train
b6d2505c-7dd3-4e7d-b7c6-478df58545f8	train
c9be8f9c-5fc1-4c71-8aad-929d98c4954e	train
0a1a3169-dc4e-4970-b1e3-db74c1cfa395	train
46185920-efe2-4044-ae91-3a30acf41c62	train
97d9e96e-f216-42f5-8374-7257ab27b9c5	train
53944243-41af-441a-ad45-bc44b38b05dd	train
f9ad7ce8-f097-4468-9265-8aecf58f9701	train
9e00dc66-2bee-436f-9242-431ba38c9c12	train
486a9dc1-3f8b-4231-bf30-e532b4069172	train
13f84287-5565-4d3f-8fde-eb26d459e02c	train
d9056a64-c584-4f46-bdda-0a5007f4ceb5	train
51c1b13b-8be7-41e8-8ddc-d0116b778104	train
3db52db5-086d-4546-ae81-844183eaa93e	train
2dc0904e-6025-4f9f-abca-c45ac94a6c73	train
46b2bdc3-fefc-487c-a186-13d76dad944a	train
87c3e711-0f34-4620-b1d7-c33436b52546	train
0c0011bd-8eda-4605-97a1-2a8500156162	train
9603d828-89c1-4df9-bd23-7a1057a533b4	train
a334e0a4-68ed-4634-b7eb-bc1222660326	train
f977ce57-047f-4930-a22b-093b93639107	train
f083702a-348f-4331-87d2-6435dd83550e	train
5ff30469-cb55-4326-b45b-7688b03b550f	train
928a43c2-02f9-48f6-a661-f9dde6f1e9e6	train
b349d368-c22f-4828-8e37-068d7c1b105f	train
67f61f1a-8edf-4fd2-a623-94bf1e8ef07e	train
8843b05d-6006-4869-b0ff-7e8cfe9b1c3f	train
