story,character, appearing lines
56a1e098-d447-4db4-ab25-e7eba591395a,Speech therapist,[5]
56a1e098-d447-4db4-ab25-e7eba591395a,Alex,"[1, 4, 5]"
56a1e098-d447-4db4-ab25-e7eba591395a,Young son,"[1, 2, 3, 4, 5]"
56a1e098-d447-4db4-ab25-e7eba591395a,Doctor,[4]
ad9f6d87-be97-44de-b9e0-899e6458ac2b,Josephine,"[2, 3, 4, 5]"
ad9f6d87-be97-44de-b9e0-899e6458ac2b,Other runners,"[4, 5]"
556671c0-e3b5-4407-807b-bc80c524130d,Jamie,"[1, 2, 3, 4, 5]"
556671c0-e3b5-4407-807b-bc80c524130d,Her dad,[3]
4dc3280f-b6ee-4d41-8f24-bdfaad3d9434,Mary,"[1, 2, 3, 4, 5]"
b8791291-bcf3-478b-9f4e-3981a4bfb13d,The waiter,"[4, 5]"
b8791291-bcf3-478b-9f4e-3981a4bfb13d,The man,"[1, 2, 3, 4, 5]"
d7ac8a83-a73f-43ff-baad-80a5603b50f7,Doctor,[3]
d7ac8a83-a73f-43ff-baad-80a5603b50f7,Latoya,"[1, 2, 3, 4, 5]"
04c3c5d3-666a-4848-8fe0-251a44e4b858,Tom,"[1, 2, 3, 4, 5]"
df69e8b2-e4c1-49ee-aa59-c6c97c324630,Duke,"[1, 3, 4]"
df69e8b2-e4c1-49ee-aa59-c6c97c324630,Vet,[2]
491ded66-a6e6-425d-8999-86e7d795918b,I (myself),"[1, 5]"
491ded66-a6e6-425d-8999-86e7d795918b,Friends,"[3, 4]"
59a9cde9-9b5a-439d-91fa-910d1bbe2bdb,Tom,"[1, 2, 4, 5]"
c7f33e10-f62b-49ee-9e86-67d21756f62e,Cousin,"[4, 5]"
c7f33e10-f62b-49ee-9e86-67d21756f62e,I (myself),"[4, 5]"
c7f33e10-f62b-49ee-9e86-67d21756f62e,Everyone,[3]
5b69d475-243e-4454-a892-201cc519732a,Cayla,"[1, 2, 3, 4]"
5b69d475-243e-4454-a892-201cc519732a,Worker,[5]
5b69d475-243e-4454-a892-201cc519732a,Eric,"[2, 3]"
5b69d475-243e-4454-a892-201cc519732a,Mom,"[4, 5]"
70a313b5-0174-420c-9a1d-664e548a2866,Boss,[5]
70a313b5-0174-420c-9a1d-664e548a2866,I (myself),"[1, 2, 3, 4]"
16c279ca-efac-466f-9af5-14a99dc0a573,His dog,"[1, 4, 5]"
16c279ca-efac-466f-9af5-14a99dc0a573,Jordan,"[1, 2, 3, 4, 5]"
16c279ca-efac-466f-9af5-14a99dc0a573,Neighbor,"[3, 5]"
b6d7c987-1239-4a36-84fa-8c4ee2582ad6,Natalie,"[1, 2, 3, 4, 5]"
b6d7c987-1239-4a36-84fa-8c4ee2582ad6,Kids,[2]
e9dc2d8e-2d75-4664-9876-e8b9ab9415b9,Baby,"[3, 5]"
e9dc2d8e-2d75-4664-9876-e8b9ab9415b9,Lana,"[1, 2, 4, 5]"
e8ce6a83-034d-4e22-ba35-e743814c24fb,The company,[2]
3e08e128-4513-4275-b35f-d0b684a71555,Parents,[4]
3e08e128-4513-4275-b35f-d0b684a71555,Bobbie,"[1, 2, 4, 5]"
3e08e128-4513-4275-b35f-d0b684a71555,Children,"[2, 3, 4, 5]"
67fab3a4-6d44-4d8d-888d-46f77d638df5,I (myself),[5]
67fab3a4-6d44-4d8d-888d-46f77d638df5,New neighbors,"[1, 2, 3, 4]"
22373d3a-7779-4aad-bd02-e79a60c2ad78,Family,"[1, 2, 4]"
4c22f835-85ab-48c1-ba0f-fc2c46709e38,Alex's parents,"[2, 3]"
4c22f835-85ab-48c1-ba0f-fc2c46709e38,Alex,"[1, 2, 3, 4, 5]"
758195a1-8e6e-46b5-a4da-9188db8c4220,Marshall,"[1, 2, 3, 4, 5]"
758195a1-8e6e-46b5-a4da-9188db8c4220,Friends,"[1, 4, 5]"
3534ae46-4109-485c-89e4-195f1951ea0f,Clerk,[1]
3534ae46-4109-485c-89e4-195f1951ea0f,Someone else,[1]
3534ae46-4109-485c-89e4-195f1951ea0f,My wife,"[3, 4, 5]"
7a0038bb-fd07-4073-bc9a-e58817b14968,Jonathan,"[1, 2, 3, 4, 5]"
0672dd55-feb6-4141-977f-1a21cd9fa196,Owner,[5]
0672dd55-feb6-4141-977f-1a21cd9fa196,Health inspector,[3]
0672dd55-feb6-4141-977f-1a21cd9fa196,George,"[1, 2, 4, 5]"
2e42fb92-cbd0-4fd3-b0e8-e70a7ae23d3e,Joseph,"[1, 2, 4, 5]"
a2957ee9-571b-4971-95c0-efc91e2e5b71,Phil,"[1, 2, 3, 4, 5]"
a2957ee9-571b-4971-95c0-efc91e2e5b71,Everyone,[5]
a2957ee9-571b-4971-95c0-efc91e2e5b71,Rich,"[2, 3]"
919a459b-0c4f-4b6c-9e36-75ef9e5d70a1,Workplace,[2]
919a459b-0c4f-4b6c-9e36-75ef9e5d70a1,Family,[1]
919a459b-0c4f-4b6c-9e36-75ef9e5d70a1,Mark,"[1, 2, 3, 4]"
a522ea3c-fb45-4e65-8e2c-ea683527728d,Chicken,"[4, 5]"
a522ea3c-fb45-4e65-8e2c-ea683527728d,Her owner,[4]
a522ea3c-fb45-4e65-8e2c-ea683527728d,The cat,"[1, 2, 3, 5]"
12e6b65b-4e19-432a-b9fc-60849f155caf,His friends,[4]
12e6b65b-4e19-432a-b9fc-60849f155caf,Tom,"[1, 3, 4, 5]"
1b55193e-c9cf-42e9-85c5-930a985fe3f5,I (myself),"[1, 5]"
875a6c76-1ff0-4aa1-9cf6-40b5c342cb4e,Friend,"[2, 3]"
875a6c76-1ff0-4aa1-9cf6-40b5c342cb4e,Tina,"[1, 2, 4]"
092bda5b-81eb-49ad-9d33-d610b653f08c,Briana,"[1, 2, 3, 4, 5]"
092bda5b-81eb-49ad-9d33-d610b653f08c,Her friends,"[2, 5]"
46dac1bf-bc3e-4b7d-85e2-44a95dab3b8a,Children,"[1, 2, 3, 5]"
9d013a4d-b060-4469-ac45-87b2fa64161d,Old friend,"[3, 5]"
9d013a4d-b060-4469-ac45-87b2fa64161d,Fred,"[1, 2, 3, 4, 5]"
ddffac44-a772-4ead-8319-56246b9d3707,Neighbors,"[4, 5]"
ddffac44-a772-4ead-8319-56246b9d3707,Doris,"[1, 2, 3, 4, 5]"
0cb27b41-b940-42a3-95a9-9d50ee7d96b0,Jen,"[1, 2, 3, 5]"
db41ce20-f87e-4ea0-a83d-2e1d58caa03c,Joe,"[1, 3, 5]"
aa74b395-7359-4fcd-97e7-d90ac23e9e50,Susie,"[1, 2, 3, 4, 5]"
4489f208-93d2-439e-b391-1e3b5adb0fd6,My dad,"[1, 4, 5]"
4489f208-93d2-439e-b391-1e3b5adb0fd6,I (myself),"[1, 3]"
4489f208-93d2-439e-b391-1e3b5adb0fd6,Feeling,"[2, 3]"
4489f208-93d2-439e-b391-1e3b5adb0fd6,My friend,"[1, 5]"
1b49390e-7cb2-4471-a313-31b69450fcfa,Friends,"[1, 2, 5]"
1b49390e-7cb2-4471-a313-31b69450fcfa,Sugar,"[1, 2, 3, 4, 5]"
30fc669f-b73a-4b87-969e-5c7644c1e1ff,Other people,[4]
30fc669f-b73a-4b87-969e-5c7644c1e1ff,Eugene,"[1, 2, 3, 4, 5]"
686e2ae1-b050-466c-aded-d779a426dc3b,I (myself),"[1, 2, 3, 4, 5]"
818e9e0e-0293-4acc-8701-d60bf13a1c78,Friend,"[3, 4, 5]"
818e9e0e-0293-4acc-8701-d60bf13a1c78,Tom,"[1, 2, 4, 5]"
a3813e17-cf63-412c-8ee5-41f63c275eaf,Bertha,"[1, 2, 3, 4, 5]"
8db18cd3-4938-42c8-890b-88c96102e5cc,Homeowner,"[1, 2, 3]"
545b168d-06dc-4c8a-b999-7dd1f171c88a,The judges,[2]
545b168d-06dc-4c8a-b999-7dd1f171c88a,Nancy,"[1, 2, 3, 4, 5]"
4698c23f-04d6-4570-b38d-9b8f6c7fae26,Maria,"[1, 2, 3, 4, 5]"
6782c79c-dd6e-4242-9a18-01fcf16f0e89,Jenn,[1]
3091c3bc-9283-4b63-b0e0-efc563080745,Rick,"[1, 2, 3, 4, 5]"
a1f76b8f-e17c-4e40-b125-b795b3658187,Rob,"[1, 2, 3, 5]"
f65d111d-2d08-488d-b4b6-de5c2f70ef09,The smiths,"[1, 2, 3, 4, 5]"
f65d111d-2d08-488d-b4b6-de5c2f70ef09,Family,[5]
f65d111d-2d08-488d-b4b6-de5c2f70ef09,A wonderful young child,"[4, 5]"
01cf615e-14ad-4d39-957a-57de29f469c3,Will,"[1, 2, 3, 4, 5]"
01cf615e-14ad-4d39-957a-57de29f469c3,His team,"[1, 2, 4]"
bde70ff9-81f2-47bd-a811-92cb75e03fde,Girlfriend,[4]
bde70ff9-81f2-47bd-a811-92cb75e03fde,David,"[1, 2, 3, 4, 5]"
b778b4c1-40b0-4714-8ca9-deaf62628746,I (myself),"[1, 4, 5]"
b778b4c1-40b0-4714-8ca9-deaf62628746,Employee,"[2, 3, 4, 5]"
778cc4f6-9022-422f-9b03-091071a69143,Julie,"[1, 2, 3, 4, 5]"
778cc4f6-9022-422f-9b03-091071a69143,Audience,[5]
778cc4f6-9022-422f-9b03-091071a69143,School,[1]
1d0125bb-ab4a-463f-99d5-0dc5653c2dac,I (myself),"[1, 2, 3, 4]"
1d0125bb-ab4a-463f-99d5-0dc5653c2dac,Gabriel,"[3, 4, 5]"
1d0125bb-ab4a-463f-99d5-0dc5653c2dac,Usher,[4]
1d0125bb-ab4a-463f-99d5-0dc5653c2dac,Stranger,[2]
b5235b0a-3fdf-4700-9ec9-a00dcd8ceb68,The woman,"[1, 4, 5]"
b5235b0a-3fdf-4700-9ec9-a00dcd8ceb68,The cops,"[3, 4]"
b5235b0a-3fdf-4700-9ec9-a00dcd8ceb68,The store,"[1, 2, 3]"
81ad080d-51cf-466b-8c4d-a4bcd7d10f52,"Martha,s husband","[3, 4]"
81ad080d-51cf-466b-8c4d-a4bcd7d10f52,Martha,"[1, 2, 3, 4, 5]"
fea1ab02-2f3e-478a-8eb4-e72cb6b71553,Amy,"[1, 2, 3, 5]"
fea1ab02-2f3e-478a-8eb4-e72cb6b71553,Parents,"[2, 3, 4]"
eddd6ac3-a48b-4b81-b856-21ee7eb550cc,Dan,"[1, 3, 4, 5]"
eddd6ac3-a48b-4b81-b856-21ee7eb550cc,Rob,"[1, 2, 4]"
eddd6ac3-a48b-4b81-b856-21ee7eb550cc,Dan's dad,"[4, 5]"
a36c64d1-eeda-4ca0-8703-31edfaf522d9,Sid,"[1, 2, 3, 4, 5]"
a0aed4a9-ee70-4181-b700-def6411d13ac,Gabe,"[1, 2, 3, 4, 5]"
4056acfc-dde9-4f62-bd8e-ddbf9a1bee7e,The teacher,[4]
4056acfc-dde9-4f62-bd8e-ddbf9a1bee7e,Susan,"[1, 2, 3, 4, 5]"
727dd06d-0186-4359-932e-79dd26502018,Daphne,"[1, 2, 3, 4, 5]"
727dd06d-0186-4359-932e-79dd26502018,Best friend,[1]
2b792131-10c7-49d9-a5f9-2ddcf7bfc6aa,Jake,"[1, 2, 3, 4, 5]"
7a2ddd6e-29e8-41ee-86db-ec59ecfa0fa2,I (myself),"[1, 3, 4, 5]"
7a2ddd6e-29e8-41ee-86db-ec59ecfa0fa2,My mom,[2]
7a2ddd6e-29e8-41ee-86db-ec59ecfa0fa2,The family,[3]
e292a967-289c-4a98-8ee7-8102792de5c5,Joyce,"[1, 2, 3, 4, 5]"
cc153b53-10bb-4680-9257-291ddd3b9389,Aunt,"[2, 4]"
cc153b53-10bb-4680-9257-291ddd3b9389,Lawyer,"[2, 3]"
cc153b53-10bb-4680-9257-291ddd3b9389,Family,[1]
cc153b53-10bb-4680-9257-291ddd3b9389,Erica,"[1, 2, 3, 4, 5]"
2d1cf740-0b5a-4989-856a-ccd3f350a674,Mary,"[1, 2, 3, 4, 5]"
2d1cf740-0b5a-4989-856a-ccd3f350a674,Jon,[5]
219c6b84-6713-4cd6-9246-5360df11dbb2,Friend,[2]
219c6b84-6713-4cd6-9246-5360df11dbb2,Aurelia,"[1, 2, 3, 4, 5]"
363eeb24-91fe-4255-976c-5e4c934080ac,Dan,"[1, 2, 3, 4, 5]"
363eeb24-91fe-4255-976c-5e4c934080ac,Dan's friend,[1]
54c56c5a-7915-47ec-8b91-3d3e4d7028d5,Friend,[4]
54c56c5a-7915-47ec-8b91-3d3e4d7028d5,Abby,"[1, 2, 3, 4, 5]"
3ae68302-c8a2-4144-92d0-4556b62e1f7b,God,[4]
3ae68302-c8a2-4144-92d0-4556b62e1f7b,Lara,"[2, 3, 5]"
6fded9e1-81f3-403c-a968-41e5d83a2c89,Clay,"[1, 2, 3, 4, 5]"
28814586-d737-40b3-81cc-45ddcbdbcd30,Others,[5]
28814586-d737-40b3-81cc-45ddcbdbcd30,Animals,[2]
28814586-d737-40b3-81cc-45ddcbdbcd30,Helen,"[1, 2, 3, 4, 5]"
a557ae2c-6ece-46a7-9b99-96b289b32750,Lucy,"[1, 2, 3, 5]"
2199885b-3b4c-48d2-a9b1-1a7d10d5a386,Alex,"[1, 2, 3, 4, 5]"
708f5c11-8421-4447-ac7d-cbfb331d569a,Deb,"[1, 2, 3, 4, 5]"
6fee5fd9-0d56-4773-b7f3-729b81375977,Regina,"[1, 2, 3, 4, 5]"
6fee5fd9-0d56-4773-b7f3-729b81375977,Someone,[2]
6d5b2676-2308-4feb-a5fb-43b086578526,Steve,"[1, 2, 4, 5]"
6d5b2676-2308-4feb-a5fb-43b086578526,Neighbor,[2]
2e0f7467-43a9-4b05-bad4-fee3e69f809a,I (myself),"[1, 2]"
2e0f7467-43a9-4b05-bad4-fee3e69f809a,Girl,[4]
2e0f7467-43a9-4b05-bad4-fee3e69f809a,Everyone,[5]
2e0f7467-43a9-4b05-bad4-fee3e69f809a,Family,"[1, 2]"
e1b26f7b-3e21-461a-9ba4-1d2939b20a1c,Her husband,"[1, 2]"
e1b26f7b-3e21-461a-9ba4-1d2939b20a1c,Carrie,"[1, 2, 3, 4, 5]"
ac78f235-9a28-464d-a0e6-1001bffe6322,Sisters,"[1, 2, 3]"
ac78f235-9a28-464d-a0e6-1001bffe6322,Irene,"[1, 2, 3, 4, 5]"
e9bd3117-6b49-451d-a1aa-3d20846ffe6a,I (myself),[2]
e9bd3117-6b49-451d-a1aa-3d20846ffe6a,The bank,[3]
e9bd3117-6b49-451d-a1aa-3d20846ffe6a,My husband,"[2, 4]"
9c558f49-9961-48dc-bf64-30c5a65db129,Sam,"[1, 2, 3, 4, 5]"
e28f24d8-e38e-4ca7-bff6-d2d6d6847a64,People,[4]
e28f24d8-e38e-4ca7-bff6-d2d6d6847a64,Jeff,"[1, 2, 4, 5]"
a3af30ee-c72e-4437-bac7-dafd4f869f26,Smith family,"[1, 5]"
a3af30ee-c72e-4437-bac7-dafd4f869f26,Parents,"[2, 3]"
a3af30ee-c72e-4437-bac7-dafd4f869f26,Kids,"[2, 3, 4]"
883d3f94-550d-43eb-8aa2-041a82685f8a,Jimmy,"[1, 2, 3, 4, 5]"
e6c387c5-7760-4715-945f-bdeeb1b85799,Allie,"[1, 2, 3, 4, 5]"
44569d62-1102-4976-b0c5-a73bf77aa953,Coworkers,[5]
44569d62-1102-4976-b0c5-a73bf77aa953,Wife,"[1, 2, 3, 4, 5]"
d73225c3-5972-4b43-8594-ed80ecf5d1d9,Alicia,"[1, 2, 3, 4, 5]"
e28bb98f-35d6-4949-b16d-a03fde267aae,I (myself),"[1, 3, 5]"
e28bb98f-35d6-4949-b16d-a03fde267aae,Dog,"[1, 2, 3, 4, 5]"
e28bb98f-35d6-4949-b16d-a03fde267aae,Squirrel,[4]
609c02f7-a2a0-4fe6-b095-1f1b9d077103,Leah,"[1, 2, 3, 4, 5]"
609c02f7-a2a0-4fe6-b095-1f1b9d077103,The interviewer,"[4, 5]"
22454243-c91d-42b6-a252-f807bf082433,I (myself),"[1, 2, 3, 4]"
22454243-c91d-42b6-a252-f807bf082433,My neighbor andy,"[1, 2, 3, 4]"
acb3131d-2dbd-4a46-a6b9-83be8d14ec0f,Her family,"[4, 5]"
acb3131d-2dbd-4a46-a6b9-83be8d14ec0f,Gina,"[1, 2, 4, 5]"
19f6b2ec-0c20-48ce-8052-1048f7335e90,Jonathan,"[1, 2, 4, 5]"
8545ba33-f07a-452b-8587-8d706fbc5155,Tiffany,[1]
c6109600-8ec0-4c79-96e5-9ec020ac291c,Gary's wife,"[1, 3]"
c6109600-8ec0-4c79-96e5-9ec020ac291c,Gary,"[1, 2, 3, 5]"
c2f7ac1d-bfe0-44f0-a664-d5732886effd,Amanda,"[1, 2, 4]"
c2f7ac1d-bfe0-44f0-a664-d5732886effd,Amanda's mom,[4]
c2f7ac1d-bfe0-44f0-a664-d5732886effd,Family,[2]
deb41ca2-a019-4afe-8299-e6279ced6dd3,Sheri,"[1, 2, 3, 4, 5]"
183205e7-8a13-48d4-8595-3785aca4341d,I (myself),"[1, 2, 3, 4, 5]"
183205e7-8a13-48d4-8595-3785aca4341d,Teenager,[1]
183205e7-8a13-48d4-8595-3785aca4341d,Orthodontist,[3]
eb54d6ec-2243-463d-a157-0dff45a2c241,Maude,"[1, 2, 3, 4, 5]"
c74f6e89-6d63-48df-a18c-b9c910abcbce,Everyone,"[2, 3, 4]"
c74f6e89-6d63-48df-a18c-b9c910abcbce,Ben,"[1, 2, 3, 4, 5]"
ecc520fb-c9f4-46ef-a417-485225aa8609,Barry,"[1, 2, 3, 4, 5]"
ecc520fb-c9f4-46ef-a417-485225aa8609,Science class,[1]
5f7d5530-201f-4a9f-88a0-e6557464a296,Wally,"[1, 2, 3, 4, 5]"
5f7d5530-201f-4a9f-88a0-e6557464a296,Breeder,[2]
5f7d5530-201f-4a9f-88a0-e6557464a296,Rescue group,[3]
5f7d5530-201f-4a9f-88a0-e6557464a296,Wally's family,[4]
786fb43e-6231-4396-87bb-906342e8e837,Gerald,"[1, 2, 3, 4, 5]"
067b0b64-8f00-4f02-acdf-d64885ed19e4,Ned,"[1, 2, 3, 4, 5]"
067b0b64-8f00-4f02-acdf-d64885ed19e4,A buyer,[5]
bb5b1f10-e632-4244-9c6d-0cd40e52e222,Samantha,"[1, 2, 3, 4, 5]"
bb5b1f10-e632-4244-9c6d-0cd40e52e222,Michael,"[2, 3, 4, 5]"
09705a65-2ed9-4bf4-902b-9e9f732da5b3,Greg,"[1, 2, 3, 4, 5]"
05130ec7-a3f8-4be3-8e91-52547c9b7c7f,The judges,[5]
05130ec7-a3f8-4be3-8e91-52547c9b7c7f,Quincy,"[1, 2, 3, 4, 5]"
05130ec7-a3f8-4be3-8e91-52547c9b7c7f,The local symphony,[4]
e2556fa0-9cbd-4ac6-8cd1-278e9dbdc7e1,Kate,[1]
e2556fa0-9cbd-4ac6-8cd1-278e9dbdc7e1,Her friends,[1]
56a4aeab-d5c8-4fd0-ab9d-5a4e5b2fe075,Greg,"[1, 2, 3, 4, 5]"
00876ee0-adb8-4bb0-b1c2-7c8be722b256,Friends,"[1, 5]"
00876ee0-adb8-4bb0-b1c2-7c8be722b256,Becky's friend,"[1, 2, 3]"
00876ee0-adb8-4bb0-b1c2-7c8be722b256,Becky,"[1, 2, 3, 4, 5]"
00876ee0-adb8-4bb0-b1c2-7c8be722b256,Chimpanzees,"[3, 4, 5]"
8c165521-5481-4c50-a5ca-f7534f2029dc,Cathy,"[2, 3, 4, 5]"
8c165521-5481-4c50-a5ca-f7534f2029dc,Mother,[4]
8c165521-5481-4c50-a5ca-f7534f2029dc,Cathy's parents,"[1, 3, 5]"
c8a03766-dadb-4a29-aeea-362374fbb070,The couple,"[1, 2, 3, 4, 5]"
6a6605c3-1e27-46bc-9bb8-21f20a565680,Joy,"[1, 2, 3, 4, 5]"
6a6605c3-1e27-46bc-9bb8-21f20a565680,Ashley,"[1, 2, 3, 4, 5]"
88ab7faf-1839-4906-8ab0-8248777b450e,I (myself),"[1, 2, 3, 5]"
88ab7faf-1839-4906-8ab0-8248777b450e,Friends,"[3, 4, 5]"
88ab7faf-1839-4906-8ab0-8248777b450e,Nurse,[5]
88ab7faf-1839-4906-8ab0-8248777b450e,Guys,[1]
88ab7faf-1839-4906-8ab0-8248777b450e,Paramedics,[4]
d5d5f12f-3795-4c5b-935c-48f63f9950a2,Students,[3]
d5d5f12f-3795-4c5b-935c-48f63f9950a2,Edward,"[1, 2, 3, 4, 5]"
ca7315ee-dd47-4246-9b99-c55a1c7d259b,Lance,"[1, 2, 4, 5]"
ca7315ee-dd47-4246-9b99-c55a1c7d259b,Dog,"[1, 2, 3, 4, 5]"
dd696541-28ab-4898-a028-cfa1dcb5f761,Parents,"[1, 3]"
dd696541-28ab-4898-a028-cfa1dcb5f761,People,[5]
0b2e88eb-67ad-4b66-bfff-d6bc554d99f1,Dad,[3]
0b2e88eb-67ad-4b66-bfff-d6bc554d99f1,School,[2]
0b2e88eb-67ad-4b66-bfff-d6bc554d99f1,Friends,"[2, 3, 4]"
0b2e88eb-67ad-4b66-bfff-d6bc554d99f1,Flynn,"[1, 2, 3, 4, 5]"
7d6c7d2c-640b-40c5-a8a5-8e1bf167fbbb,Amy,"[1, 2, 3, 4, 5]"
7d6c7d2c-640b-40c5-a8a5-8e1bf167fbbb,"Amy, employees","[3, 4]"
88f0acc1-d74f-43e1-9520-4b99a5c3cd25,Girlfriend,[5]
88f0acc1-d74f-43e1-9520-4b99a5c3cd25,Bill,"[1, 2, 3, 4, 5]"
88f0acc1-d74f-43e1-9520-4b99a5c3cd25,People,"[3, 4]"
77d84ef1-53de-4e4f-adfd-f27a58d3afbb,I (myself),"[1, 2, 3, 4, 5]"
77d84ef1-53de-4e4f-adfd-f27a58d3afbb,Everyone,[5]
2ba603f5-9f11-4f28-96ae-779ef1652d84,Tim,"[1, 4]"
e89187ad-176a-4e60-9a2b-61ee7ddd0953,Jim's parents,"[2, 3, 5]"
e89187ad-176a-4e60-9a2b-61ee7ddd0953,Jim,"[1, 2, 3, 4, 5]"
b26f09cf-408d-4a2e-8cc7-dd8f2e26c98a,John,"[1, 2, 3, 4, 5]"
18e20679-3947-4640-9956-074a025a11fa,Dave,"[1, 2, 3, 4, 5]"
18e20679-3947-4640-9956-074a025a11fa,Pharmacist,[4]
691e6c41-5415-4536-95fa-71e1acfcf847,Another girl,[5]
691e6c41-5415-4536-95fa-71e1acfcf847,Friends,"[1, 2]"
691e6c41-5415-4536-95fa-71e1acfcf847,Nancy,"[1, 2, 3, 4]"
691e6c41-5415-4536-95fa-71e1acfcf847,Boyfriend,"[2, 3, 4, 5]"
516297d3-2f9d-4022-9701-7a82ad797874,Ana,"[1, 2, 3, 4, 5]"
516297d3-2f9d-4022-9701-7a82ad797874,Her high school bff,"[1, 2, 4, 5]"
127f8b3d-df8b-4933-aa20-d727de24c863,His dad,"[2, 5]"
127f8b3d-df8b-4933-aa20-d727de24c863,Rick,"[1, 2, 4, 5]"
127f8b3d-df8b-4933-aa20-d727de24c863,Grandma,[1]
bc6d782a-dab9-4b06-9cab-d654059e4336,Marcus,"[1, 3, 4, 5]"
476300f7-f858-4d3c-9711-203df0fcee08,I (myself),"[1, 2]"
476300f7-f858-4d3c-9711-203df0fcee08,Referee,"[3, 4, 5]"
476300f7-f858-4d3c-9711-203df0fcee08,Coach,"[2, 3]"
476300f7-f858-4d3c-9711-203df0fcee08,Friend,"[1, 2, 3, 4, 5]"
376e8871-c169-4313-aae6-2a41de2b8f2a,His daughter,[2]
376e8871-c169-4313-aae6-2a41de2b8f2a,Nephew,"[1, 2]"
376e8871-c169-4313-aae6-2a41de2b8f2a,Niece,"[4, 5]"
376e8871-c169-4313-aae6-2a41de2b8f2a,Doctors,"[1, 2, 3]"
f531b73d-547d-4e0d-900a-4e84c8b46417,Librarian,[3]
f531b73d-547d-4e0d-900a-4e84c8b46417,Gina,"[2, 3, 4, 5]"
f531b73d-547d-4e0d-900a-4e84c8b46417,Library,[1]
82f1e387-8434-4c84-a0cf-ef44eccf8b24,I (myself),"[1, 2, 3, 4, 5]"
808c1e6a-cfbe-49e1-9da2-3df030612dab,Sam,"[1, 2, 3, 4, 5]"
522b743b-9f32-48fe-9e9e-5ea6b674b53e,Her friends,"[1, 2, 4]"
522b743b-9f32-48fe-9e9e-5ea6b674b53e,Kate,"[1, 2, 3, 4, 5]"
e9c279bd-0cec-41c7-8d1d-9cee720ce080,Manny,"[1, 2, 3, 4, 5]"
eeb26a0f-ec38-4ed5-a899-6cf0ae3c5919,I (myself),"[1, 2, 3, 4, 5]"
eeb26a0f-ec38-4ed5-a899-6cf0ae3c5919,My neighbor,"[3, 4, 5]"
04ba4511-bd5f-4a1f-8b35-467d0afb9ed7,Nancy,"[1, 2, 3, 4, 5]"
04ba4511-bd5f-4a1f-8b35-467d0afb9ed7,Nancy's mom,"[4, 5]"
574620fe-01fc-4db7-9243-78090e2974ea,The choir,"[1, 2, 3, 5]"
574620fe-01fc-4db7-9243-78090e2974ea,People's dogs,[3]
6ee6bdac-6f5f-45c2-9f0a-eaea487271b8,I (myself),[4]
6ee6bdac-6f5f-45c2-9f0a-eaea487271b8,A girlfriend,"[1, 2, 3, 4, 5]"
6ee6bdac-6f5f-45c2-9f0a-eaea487271b8,People,[5]
3296b384-797e-4a87-bd2c-f74ff82cf111,Parents,[1]
3296b384-797e-4a87-bd2c-f74ff82cf111,Jimmy,"[1, 2, 3, 4, 5]"
3296b384-797e-4a87-bd2c-f74ff82cf111,Friends,[3]
c5ec7ea7-bd3c-4eff-8a6d-c084b2c346cf,Friends,[5]
c5ec7ea7-bd3c-4eff-8a6d-c084b2c346cf,Father,[1]
c5ec7ea7-bd3c-4eff-8a6d-c084b2c346cf,Kermit,"[1, 2, 3, 4]"
b8862564-d371-45cc-b5c9-20f97e08dbc8,Lily,"[1, 2, 3, 4, 5]"
103d05a6-1d15-496b-9c64-5ff94cb76d06,Colleen,"[1, 2, 3, 4, 5]"
103d05a6-1d15-496b-9c64-5ff94cb76d06,Owner,"[2, 3]"
9c52438a-4939-4182-a3cc-9e6624670bbd,John,"[1, 2, 3, 4, 5]"
9c52438a-4939-4182-a3cc-9e6624670bbd,John's daughter,"[2, 3, 4, 5]"
779d913b-ca95-421c-ae51-b09caf9cf9de,Ikea,[1]
779d913b-ca95-421c-ae51-b09caf9cf9de,Kim,"[1, 3, 4]"
77a59751-2ba4-407c-8890-5a52b29538b1,Ana,"[1, 2, 4, 5]"
13f84287-5565-4d3f-8fde-eb26d459e02c,Kate,"[1, 3, 4, 5]"
13f84287-5565-4d3f-8fde-eb26d459e02c,The mechanic,"[3, 4]"
b0c96c29-1785-4841-9b24-323415335be0,Players,[4]
b0c96c29-1785-4841-9b24-323415335be0,Talent scout,[2]
b0c96c29-1785-4841-9b24-323415335be0,Abe,"[1, 2, 3, 4, 5]"
b0c96c29-1785-4841-9b24-323415335be0,Team,[5]
56439dec-5edc-4ef6-b5ad-e86796031a3b,The couple,"[1, 2, 4]"
e0af7ce7-2876-4e03-9ff7-10534aab7aa9,Her father,[3]
e0af7ce7-2876-4e03-9ff7-10534aab7aa9,Susie,"[1, 2, 3, 4, 5]"
55fd1dd2-2768-42b1-906f-841069085911,Jose,"[1, 3, 4]"
55fd1dd2-2768-42b1-906f-841069085911,Jose's friends,"[1, 5]"
55fd1dd2-2768-42b1-906f-841069085911,A whale,"[2, 3, 4]"
4ec0a2ca-b924-4d27-9e71-790bd21dd3c1,I (myself),[1]
4ec0a2ca-b924-4d27-9e71-790bd21dd3c1,Donna,"[1, 2, 5]"
4ec0a2ca-b924-4d27-9e71-790bd21dd3c1,Donna's granddaughter,"[2, 3, 4, 5]"
e934292f-196d-4323-bcbb-db6cd869ab85,Smiling faces,[4]
e934292f-196d-4323-bcbb-db6cd869ab85,Bill,"[1, 2, 3, 4, 5]"
