story,character, appearing lines
f00e8d54-7761-4950-9522-a53a247a33b7,Sadie hawkins,"[1]"
36cb2c93-3d9f-4f92-b460-cc119252c104,I (myself),"[3]"
36cb2c93-3d9f-4f92-b460-cc119252c104,Son,"[1, 2, 3]"
c1084f20-f42e-42f0-bc31-e7578f6dee76,Jimmy,"[1, 2, 3, 4, 5]"
937b8a5d-d4fa-4d22-a374-d3ab5ec35513,I (myself),"[1, 2, 3, 4, 5]"
0b67e9e8-3ee4-412b-898c-12e3b275259a,Body,"[1]"
0b67e9e8-3ee4-412b-898c-12e3b275259a,Igor's son,"[1]"
0b67e9e8-3ee4-412b-898c-12e3b275259a,Igor,"[1]"
3f20e92a-6d47-4087-a9bb-3fce9c9c9676,I (myself),"[1, 2, 3, 4, 5]"
8ce86386-2496-44c4-98ab-3af3bd746b3f,John,"[1, 2, 3, 4, 5]"
18a93e09-c82d-4a7a-8afc-52e573d7cd64,Seasoned performers,"[4]"
18a93e09-c82d-4a7a-8afc-52e573d7cd64,Improv troupe,"[5]"
18a93e09-c82d-4a7a-8afc-52e573d7cd64,Steven,"[1, 2, 3, 4, 5]"
8aa1cb8c-5ec4-460e-9999-60c29dfe53b8,Anne's parents,"[2]"
8aa1cb8c-5ec4-460e-9999-60c29dfe53b8,Anne,"[1, 2, 3, 4, 5]"
426f5b0d-2b15-481c-a0c6-08b3eabc1520,Tina,"[1, 2, 3, 4, 5]"
aa2f07bd-74b5-406c-b38c-5ff7670b96f8,Nathan,"[1, 2, 3, 4, 5]"
c13f64cb-b0c8-42fe-ac6e-0a8667729a19,Sarah,"[1, 2, 3, 4, 5]"
c13f64cb-b0c8-42fe-ac6e-0a8667729a19,Her family,"[1, 2, 4]"
c13f64cb-b0c8-42fe-ac6e-0a8667729a19,Her father,"[3, 4]"
f125c2be-25f0-4316-bcc7-f1473f4ab68f,Bill,"[1, 2, 3, 4, 5]"
a926e2c0-f939-451f-ad9a-7302260a7c5d,Jamie and josh,"[1, 2, 5]"
a926e2c0-f939-451f-ad9a-7302260a7c5d,Jamie,"[1, 2, 5]"
a926e2c0-f939-451f-ad9a-7302260a7c5d,Gina,"[1, 2, 3, 4, 5]"
a926e2c0-f939-451f-ad9a-7302260a7c5d,Tami,"[3, 4, 5]"
fa844564-625a-4c73-9276-71cb7acfcc79,I (myself),"[1, 2, 3, 4]"
fa844564-625a-4c73-9276-71cb7acfcc79,Cashier,"[4, 5]"
041017d9-575d-476e-b10b-bc9435c44639,Friends,"[1, 2, 3, 4, 5]"
041017d9-575d-476e-b10b-bc9435c44639,Emily,"[1, 2, 3, 4, 5]"
fc05b137-32fc-47f4-a635-5d1ef000444c,Jill,"[1, 2, 3, 4]"
fc05b137-32fc-47f4-a635-5d1ef000444c,Daughter,"[1, 5]"
fc05b137-32fc-47f4-a635-5d1ef000444c,Clown,"[4]"
24ab71d4-bb28-4d75-b301-ef977d284a48,The pizza place,"[3, 4, 5]"
24ab71d4-bb28-4d75-b301-ef977d284a48,Sean,"[1, 2, 3, 4, 5]"
235e2cfc-6533-4630-9613-7794243ff1a8,Jay's team,"[2, 3]"
235e2cfc-6533-4630-9613-7794243ff1a8,Cullen,"[1, 2, 4, 5]"
235e2cfc-6533-4630-9613-7794243ff1a8,Cullen's team,"[5]"
235e2cfc-6533-4630-9613-7794243ff1a8,Jay,"[1, 2]"
7a0e78b6-36cb-4af0-9493-674416d03c26,Amy,"[1, 2, 3, 4, 5]"
7a0e78b6-36cb-4af0-9493-674416d03c26,Amy's mother,"[3, 4]"
814e4b55-a103-45b3-9024-a9fb917a2b0b,Michael,"[1, 4, 5]"
dd9444d9-3ebf-496e-ab50-809bfb9c744b,Girlfriend,"[1]"
dd9444d9-3ebf-496e-ab50-809bfb9c744b,Girl,"[5]"
dd9444d9-3ebf-496e-ab50-809bfb9c744b,Josh,"[1, 2, 3, 4, 5]"
dd9444d9-3ebf-496e-ab50-809bfb9c744b,Dog,"[2, 3, 5]"
7ac189d4-c9e7-4eb2-893b-64758c435445,Jill,"[1, 2, 3, 5]"
7ac189d4-c9e7-4eb2-893b-64758c435445,Neighbor,"[3, 4, 5]"
08866b3f-2e74-4a7d-8376-ff052015b06d,William,"[1, 2, 3, 4, 5]"
08866b3f-2e74-4a7d-8376-ff052015b06d,William's mom,"[1, 2, 4, 5]"
999af8a5-d257-4d1d-a3ba-8e2e413cf884,Daphne,"[1, 2, 3, 4, 5]"
999af8a5-d257-4d1d-a3ba-8e2e413cf884,Men,"[1]"
999af8a5-d257-4d1d-a3ba-8e2e413cf884,A man,"[4, 5]"
999af8a5-d257-4d1d-a3ba-8e2e413cf884,Boyfriend,"[2]"
8ae981f4-bb40-4134-8470-aade0f8e4854,Bess,"[1, 2, 5]"
6d25ab6c-fdb3-409b-ad85-9f2c446ab964,Sara,"[1, 2, 3, 4, 5]"
6d25ab6c-fdb3-409b-ad85-9f2c446ab964,Boyfriend,"[1]"
daf9d350-392e-4c1d-89a4-69cbd700424f,Jerry,"[1, 2, 3, 4, 5]"
daf9d350-392e-4c1d-89a4-69cbd700424f,Catfish,"[2]"
e6067b67-9680-4c68-9657-59dd9c1caffa,Shannon,"[1, 2, 3, 4, 5]"
60b7995d-ac4f-40b5-95eb-58548ab601d4,Georgina,"[1, 2, 3, 4]"
60b7995d-ac4f-40b5-95eb-58548ab601d4,President,"[4, 5]"
222db321-9324-4d77-a68f-135bbbc271c0,Amy,"[1, 2, 3, 4, 5]"
222db321-9324-4d77-a68f-135bbbc271c0,Baby,"[1, 3, 4]"
222db321-9324-4d77-a68f-135bbbc271c0,Doctor,"[4]"
79b0da1f-e460-4173-ba58-8c9e2553c53a,Morgan,"[1, 2, 4, 5]"
79b0da1f-e460-4173-ba58-8c9e2553c53a,Boyfriend,"[2, 4, 5]"
b4cac5b1-680c-4487-acc0-13974038f8c2,Aliens,"[4]"
b4cac5b1-680c-4487-acc0-13974038f8c2,The man,"[1, 2, 3, 4, 5]"
62cacb02-8a6d-4d92-ba3f-32194abf3c00,Denise,"[1, 2, 3, 4, 5]"
6cb2dbb4-5ff1-4921-895d-4dc5199ca877,Judy,"[1, 2, 3, 4, 5]"
82ea4549-144f-49f9-9b8c-055a22de02d5,I (myself),"[1]"
82ea4549-144f-49f9-9b8c-055a22de02d5,Daughter,"[1, 2, 3, 5]"
80df0d33-cff4-4ccf-b94a-f9bd34743e59,Andrea,"[1, 2, 3, 4, 5]"
80df0d33-cff4-4ccf-b94a-f9bd34743e59,Husband,"[5]"
80df0d33-cff4-4ccf-b94a-f9bd34743e59,Doctor,"[3, 4]"
f89a1b4d-a8cc-4047-8844-b2862aaac0dd,I (myself),"[1]"
f89a1b4d-a8cc-4047-8844-b2862aaac0dd,His kids,"[2, 3, 5]"
f89a1b4d-a8cc-4047-8844-b2862aaac0dd,Sam,"[1, 2, 4, 5]"
f89a1b4d-a8cc-4047-8844-b2862aaac0dd,My friend,"[1, 4]"
c1af3124-f133-475d-abf3-7b9c2787d7bd,Julian,"[1, 2, 3, 4, 5]"
c1af3124-f133-475d-abf3-7b9c2787d7bd,Mom,"[4, 5]"
89e8c8af-0549-4679-a1b6-41185a3d7d3e,Roy,"[1, 2, 4, 5]"
89e8c8af-0549-4679-a1b6-41185a3d7d3e,The neighborhood,"[2]"
89e8c8af-0549-4679-a1b6-41185a3d7d3e,Group,"[3]"
89e8c8af-0549-4679-a1b6-41185a3d7d3e,Businessman,"[3, 4]"
0e860f77-dde7-4474-b582-902f2afab882,James,"[1, 3, 4, 5]"
0e860f77-dde7-4474-b582-902f2afab882,Car washing girls,"[4]"
9c3ab110-0ccd-4037-884d-1433dc09eeb6,Betty,"[1, 2, 3, 4, 5]"
9c3ab110-0ccd-4037-884d-1433dc09eeb6,Doctor,"[1, 2]"
9a3573a3-dc0c-4c31-82ff-6d0c9e5ffe15,Owner,"[2, 5]"
9a3573a3-dc0c-4c31-82ff-6d0c9e5ffe15,Vet,"[2, 3, 4]"
9a3573a3-dc0c-4c31-82ff-6d0c9e5ffe15,Dog,"[1, 2, 3, 4]"
acb4f9cf-22e6-4a71-aaa4-ef7ca887b2d7,I (myself),"[1, 2, 3, 4, 5]"
b9e209bd-b166-42d3-af08-f576abb229b6,Gerald,"[1, 2, 3, 4, 5]"
b9e209bd-b166-42d3-af08-f576abb229b6,The interviewer,"[4]"
646d4823-1e56-4c85-bdf0-a55248a0d47b,Betsy,"[1, 2, 3, 4, 5]"
646d4823-1e56-4c85-bdf0-a55248a0d47b,Husband,"[5]"
d8a07103-c0e4-4fbc-8f1a-8fda934998ca,I (myself),"[1, 2, 3, 4, 5]"
c8152eb1-12b8-408d-9f1e-c6aa11cb9e5f,Students,"[1, 2, 5]"
c8152eb1-12b8-408d-9f1e-c6aa11cb9e5f,Scientists,"[1, 2, 4]"
f0e214ba-fb43-4604-9757-a75c3cd136c5,Stephen,"[1, 2, 3, 4, 5]"
f0e214ba-fb43-4604-9757-a75c3cd136c5,His friends,"[4]"
f0e214ba-fb43-4604-9757-a75c3cd136c5,Father,"[2, 3]"
ba263086-9198-4b75-b822-11b9f691f96d,Adam,"[1, 2, 3, 4, 5]"
f1f0f8fd-430a-45db-857e-cde92efa9b6a,Administrators,"[4, 5]"
f1f0f8fd-430a-45db-857e-cde92efa9b6a,Lisa,"[1, 2, 4, 5]"
f1f0f8fd-430a-45db-857e-cde92efa9b6a,Little league teams,"[2, 3, 5]"
f1f0f8fd-430a-45db-857e-cde92efa9b6a,Lisa's brothers,"[1, 2, 5]"
f1f0f8fd-430a-45db-857e-cde92efa9b6a,Little league,"[2, 3, 4]"
d9bb5c06-94e1-4e76-8f04-9f6359b2720c,I (myself),"[1, 2, 3, 5]"
d9bb5c06-94e1-4e76-8f04-9f6359b2720c,Baby,"[3, 5]"
d9bb5c06-94e1-4e76-8f04-9f6359b2720c,Kids,"[4]"
d9bb5c06-94e1-4e76-8f04-9f6359b2720c,A deaf woman,"[2, 3, 4]"
74a210ed-9e2d-4973-983b-cc90b64ee168,Allie,"[1, 2, 3, 4, 5]"
c1a632a5-d500-4461-a54b-104e721bf7bf,Lauren,"[1, 3, 4]"
c1a632a5-d500-4461-a54b-104e721bf7bf,Mother,"[2, 4]"
32d56f26-3aa3-4249-8ef2-38ba0b2b9cc4,I (myself),"[2, 3, 4]"
32d56f26-3aa3-4249-8ef2-38ba0b2b9cc4,Kids,"[4, 5]"
262c59f3-2f1f-4637-95e6-0274410d9880,I (myself),"[1, 2, 3, 4, 5]"
262c59f3-2f1f-4637-95e6-0274410d9880,Pokemon,"[1, 3]"
262c59f3-2f1f-4637-95e6-0274410d9880,Police,"[5]"
cd6e88c0-b98c-4142-904a-5c02f235be26,Others,"[1, 2, 3]"
cd6e88c0-b98c-4142-904a-5c02f235be26,Friends,"[4, 5]"
cd6e88c0-b98c-4142-904a-5c02f235be26,Caitlyn,"[1, 2, 3, 4, 5]"
ea4ef18f-a227-4141-9628-760f68b0484f,Diana,"[1]"
ea4ef18f-a227-4141-9628-760f68b0484f,I (myself),"[3]"
ea4ef18f-a227-4141-9628-760f68b0484f,Everyone,"[2]"
d041d942-d359-47ec-ba48-ef83577eab2a,Tim,"[1, 3, 4]"
296e25e2-130e-4240-a803-57d3ee24abc1,Elizabeth,"[1, 2, 3, 4, 5]"
efaa287a-8ace-47a2-9925-e6beff15b5a9,I (myself),"[1, 2, 5]"
efaa287a-8ace-47a2-9925-e6beff15b5a9,My sister,"[1, 2, 3, 4]"
857963f0-fb50-4826-a417-aa71b09b1f92,Jane,"[1, 2, 4]"
857963f0-fb50-4826-a417-aa71b09b1f92,First grade class,"[2]"
857963f0-fb50-4826-a417-aa71b09b1f92,Kids,"[3, 5]"
857963f0-fb50-4826-a417-aa71b09b1f92,One,"[3]"
3c280ec2-9198-4238-89f4-bbc700244f5c,I (myself),"[1, 2, 3, 4, 5]"
6b240cc1-05f7-4d9d-98cd-2cf83ed0be39,Julie,"[1, 2, 3, 4, 5]"
6b240cc1-05f7-4d9d-98cd-2cf83ed0be39,David,"[1, 2, 3, 4, 5]"
52e54012-f92d-414f-bd49-ccd39c40c8b4,Jill,"[1, 2]"
52e54012-f92d-414f-bd49-ccd39c40c8b4,Jack,"[5]"
09549112-ad9f-442e-8a97-5a2b7ab70103,Kelley,"[1, 2, 3, 4]"
cbdb7dab-7542-4765-b698-bf67d5f116b6,I (myself),"[1, 2, 3, 4, 5]"
cbdb7dab-7542-4765-b698-bf67d5f116b6,Teacher,"[3]"
a9983ddc-1f5d-46ed-8d18-7e6776a94c36,Bunny,"[1, 2, 3, 4, 5]"
a9983ddc-1f5d-46ed-8d18-7e6776a94c36,Family,"[5]"
0e1e0d37-c4a4-4c9a-a146-98a732b198ef,Her boyfriend,"[1]"
0e1e0d37-c4a4-4c9a-a146-98a732b198ef,Her friends,"[2, 3]"
0e1e0d37-c4a4-4c9a-a146-98a732b198ef,Mona,"[1, 2, 3, 4, 5]"
faaee962-4121-4982-a945-e966a7dfbd75,Jane,"[1, 2, 3, 4, 5]"
faaee962-4121-4982-a945-e966a7dfbd75,Neighbors,"[5]"
faaee962-4121-4982-a945-e966a7dfbd75,Friends,"[3, 4]"
77a637db-94f5-46d4-bbe4-024cbdd65e4b,Rachel,"[1, 2, 3, 4, 5]"
d11ba8e3-ffef-4a3c-9c57-a315f9eaa321,Lola's wedding attendees,"[1, 5]"
d11ba8e3-ffef-4a3c-9c57-a315f9eaa321,Lola,"[1, 2, 3, 5]"
d11ba8e3-ffef-4a3c-9c57-a315f9eaa321,Guests,"[5]"
d11ba8e3-ffef-4a3c-9c57-a315f9eaa321,Fiance,"[2, 3, 4, 5]"
c6e1f175-af84-429b-b19b-9f2c76f950c8,Someone,"[4]"
c6e1f175-af84-429b-b19b-9f2c76f950c8,Wife,"[2]"
c6e1f175-af84-429b-b19b-9f2c76f950c8,Tom,"[1, 2, 3, 5]"
90ea8e1f-08d4-4b7c-8b99-27368a1cfa9f,Sister,"[1, 2]"
90ea8e1f-08d4-4b7c-8b99-27368a1cfa9f,Husband,"[1, 2]"
90ea8e1f-08d4-4b7c-8b99-27368a1cfa9f,Tom,"[1, 2, 3, 4, 5]"
f2441772-b7bf-472b-853d-971446f71801,Sandwich,"[2, 4]"
f2441772-b7bf-472b-853d-971446f71801,Sam,"[1, 2, 3, 4, 5]"
f2441772-b7bf-472b-853d-971446f71801,Homeless guy,"[3, 4]"
9e88dca7-6fad-4d48-afcd-81e97236754e,Jimmy,"[1, 2, 4, 5]"
9e88dca7-6fad-4d48-afcd-81e97236754e,Scott,"[1, 2]"
804792f0-e1c6-43c1-ac99-1ed776adb8c9,Joey,"[1, 2, 3, 4, 5]"
e9839aee-6668-42ba-b789-307c04327f0e,Fly,"[2, 3, 4, 5]"
e9839aee-6668-42ba-b789-307c04327f0e,Jonah,"[1, 2, 3, 4, 5]"
dcbda17b-3b4f-453c-a0e7-70b33484781e,Dave,"[1, 2, 3, 4, 5]"
8f34ac82-8cf2-42ac-9289-e7f13303f17f,Jim,"[1, 2, 3, 5]"
05ed1e6b-a622-4db5-b0a9-51cd203ccba2,Sam,"[1, 2, 3, 4, 5]"
0373079c-fb21-4f6d-9cce-cfc90558964a,I (myself),"[1, 2, 3, 4, 5]"
0bf1b6d4-5c30-4e51-b358-1bb3614eebcf,Tim,"[1, 2, 4, 5]"
f7457708-2c7a-4a69-ae75-91cdc66b76f0,Tony,"[1, 2, 3, 4, 5]"
f7457708-2c7a-4a69-ae75-91cdc66b76f0,Lady,"[5]"
f7457708-2c7a-4a69-ae75-91cdc66b76f0,Snowy,"[1, 2, 3, 4, 5]"
72db5661-2614-4e3c-a06f-33cb1ad79bdf,His brother,"[1, 2, 4]"
72db5661-2614-4e3c-a06f-33cb1ad79bdf,His mother,"[2]"
72db5661-2614-4e3c-a06f-33cb1ad79bdf,Camden,"[1, 2, 3, 4, 5]"
973aa968-598c-4ea9-aafe-1944bc004c57,Gina,"[1, 2]"
2e6f75b3-a9aa-4678-a5df-73f29f41203d,Gene,"[1, 2, 3, 4, 5]"
d0b769d0-e3ad-4504-b213-d7896d6e1713,Ben,"[1, 2, 3, 4, 5]"
d0b769d0-e3ad-4504-b213-d7896d6e1713,Teacher,"[2, 4]"
689094ef-df81-494e-bc79-f370a9336bfe,Georgina watson,"[1, 2, 3, 5]"
689094ef-df81-494e-bc79-f370a9336bfe,Her father,"[2, 3, 4, 5]"
09768498-257c-4cac-84bb-32579dda3d49,Jordan,"[1, 2, 3, 4, 5]"
e72bdff6-b496-4009-8e0f-d8bf0ee805e5,Bruce,"[2, 3, 4]"
e72bdff6-b496-4009-8e0f-d8bf0ee805e5,Lim,"[1, 3, 4, 5]"
e72bdff6-b496-4009-8e0f-d8bf0ee805e5,Shorty,"[1, 3, 4, 5]"
fb01074e-b064-4947-92a0-14bb2790c6ff,Sue,"[1, 2, 3, 4, 5]"
fdafe928-b8ab-47f0-875a-a6f7d94ee34c,Jim bob,"[1, 2, 3, 4, 5]"
fdafe928-b8ab-47f0-875a-a6f7d94ee34c,Jackrabbit,"[3]"
e54ea483-cad7-4454-be69-5bd4b1abab4d,I (myself),"[1, 2, 3, 4, 5]"
e54ea483-cad7-4454-be69-5bd4b1abab4d,My fiancee,"[4, 5]"
e54ea483-cad7-4454-be69-5bd4b1abab4d,My family,"[5]"
9b4106b2-60bf-49e0-8de9-242eda07175f,Dog,"[4, 5]"
9b4106b2-60bf-49e0-8de9-242eda07175f,Tommy,"[1, 2, 3, 4, 5]"
1b6109fd-c2ef-4bd9-8088-f6b7a644524a,Artist,"[2, 4, 5]"
1b6109fd-c2ef-4bd9-8088-f6b7a644524a,Martin,"[1, 2, 3, 4, 5]"
64020071-0072-4eb7-b17e-51fe461e1582,Grandparents,"[1, 2]"
64020071-0072-4eb7-b17e-51fe461e1582,Lucy,"[1, 2, 3, 4, 5]"
f16b5d1a-0cb1-4e98-9fb4-2044eba227b0,Clerk,"[2, 4]"
f16b5d1a-0cb1-4e98-9fb4-2044eba227b0,Workers,"[4, 5]"
f16b5d1a-0cb1-4e98-9fb4-2044eba227b0,Jerry,"[1, 2, 3, 4, 5]"
12e862ac-5c91-4b76-93c5-be630f625484,Part time job,"[2, 4]"
12e862ac-5c91-4b76-93c5-be630f625484,Caleb,"[1, 2, 3, 4, 5]"
e8dd7fed-980b-4f8f-9469-675be566035e,Woody,"[1, 2, 3, 4]"
e8dd7fed-980b-4f8f-9469-675be566035e,Betty,"[2, 3]"
e8dd7fed-980b-4f8f-9469-675be566035e,Snake,"[5]"
e8dd7fed-980b-4f8f-9469-675be566035e,Lorena,"[4]"
57b4b80f-194c-4d22-9769-82e9609f6db7,I (myself),"[5]"
34ecfe82-ef72-43d7-b88d-db021a834a68,I (myself),"[1, 3, 4, 5]"
34ecfe82-ef72-43d7-b88d-db021a834a68,Teacher,"[4]"
34ecfe82-ef72-43d7-b88d-db021a834a68,People,"[3]"
6826404c-f794-46de-8b63-e6ee6a85cffa,Seeing-eye dog,"[1, 3, 5]"
6826404c-f794-46de-8b63-e6ee6a85cffa,Carl,"[1, 2, 3, 4, 5]"
6826404c-f794-46de-8b63-e6ee6a85cffa,People,"[4]"
80e72e22-b423-4c23-83b7-ae15ed69b3b5,Allie,"[1, 2, 3, 5]"
b2523d07-6300-4367-bfa5-992983c25e49,I (myself),"[1, 2, 3, 4, 5]"
7c52acaf-ce8e-4e83-8088-4c54b92d19e6,Allie,"[1, 2, 4, 5]"
8bf63700-9942-4feb-9b52-8c41aefd9b89,Bill's dog,"[1, 2, 3, 4]"
8bf63700-9942-4feb-9b52-8c41aefd9b89,Bill's mom,"[4, 5]"
adf223e3-05a4-41c1-b302-f1e4ef6e7108,Boss,"[5]"
adf223e3-05a4-41c1-b302-f1e4ef6e7108,Tom,"[1, 4, 5]"
c22dd409-f46f-410a-a331-4880f8da03f4,Tom,"[2, 3, 5]"
c22dd409-f46f-410a-a331-4880f8da03f4,Tom's cat,"[1, 2, 4]"
2e10df60-138c-458c-9441-ea7cf5480ea5,Sarah,"[1, 2, 3, 4]"
8a569a2a-2688-40bb-bd58-c3b518e0a5b4,My brother,"[1, 3, 4, 5]"
3b1b42f4-dd88-417f-9aee-4068f1d5f868,Pool company,"[2, 3, 4]"
3b1b42f4-dd88-417f-9aee-4068f1d5f868,I've,"[2]"
dcc59bad-e707-4cfd-b0f9-462392dcf61e,Barry,"[1, 2, 3, 4, 5]"
dcc59bad-e707-4cfd-b0f9-462392dcf61e,Fish,"[3, 4, 5]"
dcc59bad-e707-4cfd-b0f9-462392dcf61e,Jamaica,"[1]"
dda135f2-9843-477e-b766-3578e90f7e2c,Dexter,"[1, 5]"
dda135f2-9843-477e-b766-3578e90f7e2c,Their father,"[4]"
dda135f2-9843-477e-b766-3578e90f7e2c,His baby brother,"[1, 5]"
a35e7451-abaa-475f-9f23-d562ea3cd2c6,Ella,"[1, 4, 5]"
a35e7451-abaa-475f-9f23-d562ea3cd2c6,Her friends,"[4, 5]"
3783b5fc-9eaf-40f1-84be-fdb32d37b467,Kaitlyn,"[1, 3, 5]"
85d13b30-2cb6-45eb-87c6-75b890aaaf2e,Nick,"[1, 2, 3, 4, 5]"
85d13b30-2cb6-45eb-87c6-75b890aaaf2e,Audience,"[2, 4, 5]"
85d13b30-2cb6-45eb-87c6-75b890aaaf2e,Band,"[1, 4, 5]"
a43ee219-9104-434a-afbc-062925be5284,Jodi,"[1]"
15b086d1-841b-41e3-afd3-6016376cbdcd,Rob,"[1, 2, 3, 4, 5]"
15b086d1-841b-41e3-afd3-6016376cbdcd,Boss,"[2, 3, 4]"
f00d49d2-f2ab-4a1c-a3c9-4aacc6f02c70,I (myself),"[3, 5]"
f00d49d2-f2ab-4a1c-a3c9-4aacc6f02c70,Friend,"[1, 4]"
cdb4f102-8da0-4103-9186-b10bec5fc0ce,I (myself),"[1, 2, 3, 4, 5]"
cdb4f102-8da0-4103-9186-b10bec5fc0ce,Soup,"[2, 5]"
c484827a-eceb-4b8f-b045-cdd1f35813a1,Shady character,"[3, 5]"
c484827a-eceb-4b8f-b045-cdd1f35813a1,Kate,"[1, 2, 3, 4]"
d2c40297-2cb0-4cb1-a90f-37042978b4ac,Sally,"[1, 2, 3, 4]"
d2c40297-2cb0-4cb1-a90f-37042978b4ac,Spider,"[2]"
a913e198-25d4-4208-9ef2-5cc42785679b,Michael,"[1, 2, 3, 4, 5]"
a913e198-25d4-4208-9ef2-5cc42785679b,Julia,"[1, 2, 4, 5]"
f4f0d368-0857-468a-9fcd-1ace0fbf72f4,I (myself),"[1]"
f4f0d368-0857-468a-9fcd-1ace0fbf72f4,Butterfly,"[5]"
f4f0d368-0857-468a-9fcd-1ace0fbf72f4,Caterpillar,"[2, 3, 4, 5]"
f4f0d368-0857-468a-9fcd-1ace0fbf72f4,Worm,"[1, 2, 3, 4, 5]"
db3b0f05-00ba-434c-80e6-87a07676a882,Ted,"[1, 2, 3, 4, 5]"
db3b0f05-00ba-434c-80e6-87a07676a882,Mechanic,"[2, 5]"
ecf53846-3ba3-4c71-965d-822d915431f5,Mary,"[1, 2, 3, 4, 5]"
ecf53846-3ba3-4c71-965d-822d915431f5,Mom,"[2, 4, 5]"
c9cd9236-2d6b-4055-a3cc-47f1a2f4cc26,I (myself),"[1, 2, 3, 4, 5]"
c9cd9236-2d6b-4055-a3cc-47f1a2f4cc26,Friends,"[1]"
c9cd9236-2d6b-4055-a3cc-47f1a2f4cc26,Doctors,"[3]"
71c549d5-8aab-4dca-8455-c707242ccfdb,Tim,"[5]"
71c549d5-8aab-4dca-8455-c707242ccfdb,Band,"[1, 2, 3, 5]"
71c549d5-8aab-4dca-8455-c707242ccfdb,Camgirls,"[3, 4]"
71c549d5-8aab-4dca-8455-c707242ccfdb,Jeff,"[1, 2, 3, 4]"
9e6a35fe-1235-41af-8064-3e279cc2a3c8,I (myself),"[1, 4]"
9e6a35fe-1235-41af-8064-3e279cc2a3c8,Wife,"[1, 3, 5]"
6d74d3d3-57b0-400e-bb8e-115f453b6d33,Peter,"[1, 3, 5]"
6d74d3d3-57b0-400e-bb8e-115f453b6d33,Daughter,"[2, 3, 4]"
6d74d3d3-57b0-400e-bb8e-115f453b6d33,Dog,"[1, 4, 5]"
5acb6474-4a03-4f0c-9ef0-b59293b10384,Frank,"[1, 2, 3, 5]"
5acb6474-4a03-4f0c-9ef0-b59293b10384,Ron,"[1, 2, 3, 4, 5]"
99b4473d-7d8c-43ba-a454-7587d18f812b,Sarah,"[1, 2, 3, 4, 5]"
99b4473d-7d8c-43ba-a454-7587d18f812b,Goldfish,"[1, 4]"
99b4473d-7d8c-43ba-a454-7587d18f812b,Fish,"[3]"
00e3643c-9462-4d13-a8a2-d55f27a57895,Tom,"[1, 2, 3, 5]"
b9a82994-f183-45d2-9f31-1af13601aa08,Neighbor,"[3, 4, 5]"
b9a82994-f183-45d2-9f31-1af13601aa08,Nazis,"[4]"
b9a82994-f183-45d2-9f31-1af13601aa08,Anna,"[1, 2, 3, 4, 5]"
f085ff74-0c09-45b5-939c-d70e3f69797e,Mel,"[1, 2, 3, 4, 5]"
d4088463-f606-4203-bb12-3cde69f70805,Nita,"[1, 3, 4, 5]"
d4088463-f606-4203-bb12-3cde69f70805,Her mom,"[1, 2, 3]"
2e9b40fb-4aef-404d-93c8-f45ebe57085c,Meth,"[1, 2, 3, 4, 5]"
2e9b40fb-4aef-404d-93c8-f45ebe57085c,Proverbial you,"[1]"
2e9b40fb-4aef-404d-93c8-f45ebe57085c,Friend,"[2, 3, 4, 5]"
4fce4bf4-752c-45ee-b557-35f95a57bd6a,Owners,"[3]"
4fce4bf4-752c-45ee-b557-35f95a57bd6a,Diesel,"[1, 2, 3, 4, 5]"
4fce4bf4-752c-45ee-b557-35f95a57bd6a,Other dogs,"[4]"
a53cfa64-fd11-472b-a92c-1e0da09093c4,Lion,"[3]"
a53cfa64-fd11-472b-a92c-1e0da09093c4,Elephant,"[5]"
6d63a462-c2e0-4832-b112-cebe0e3e97dc,Guy,"[3, 4, 5]"
6d63a462-c2e0-4832-b112-cebe0e3e97dc,Parents,"[2]"
6d63a462-c2e0-4832-b112-cebe0e3e97dc,Mary,"[1, 2, 3, 4, 5]"
1fd1dd63-3110-470b-bb29-997666682c2e,His kids,"[1, 2, 4]"
1fd1dd63-3110-470b-bb29-997666682c2e,Women,"[3, 4, 5]"
1fd1dd63-3110-470b-bb29-997666682c2e,The father,"[1]"
37198844-8842-4120-b86a-723b66c37e94,Teacher,"[4]"
37198844-8842-4120-b86a-723b66c37e94,Jenny,"[1, 2, 3, 4, 5]"
37198844-8842-4120-b86a-723b66c37e94,Children,"[3]"
a73a0613-5bce-4060-9363-2249a9177c0c,Trevor,"[1, 2, 3, 4]"
77c71f63-3393-4b61-9276-196d7f02d326,Patrick,"[1, 2, 3, 4, 5]"
f07d1c35-84e1-461e-bf46-49e5202059d6,Dog´s owner,"[3, 5]"
f07d1c35-84e1-461e-bf46-49e5202059d6,A dog,"[2, 3, 5]"
f07d1c35-84e1-461e-bf46-49e5202059d6,Robin,"[1, 2, 4, 5]"
68585bee-4be4-4049-9da6-b535a6377c05,I (myself),"[1]"
68585bee-4be4-4049-9da6-b535a6377c05,Doctor,"[1, 2, 5]"
bae07010-ff62-4ce9-9d21-f1e38f71a274,I (myself),"[1, 2, 3, 5]"
bae07010-ff62-4ce9-9d21-f1e38f71a274,New neighbor,"[3, 4, 5]"
bae07010-ff62-4ce9-9d21-f1e38f71a274,Next door neighbor,"[2]"
7d16e287-5081-429d-8a65-278c51acea99,Tricia,"[1, 3, 4, 5]"
7d16e287-5081-429d-8a65-278c51acea99,Woman,"[4]"
f75d64b4-287b-46e6-bb89-6a6836a871d0,Neighbors,"[4]"
